"etf_tck_cd","tck_iem_cd","mkt_vlu","fc_sec_eng_nm","fc_sec_krl_nm","stk_qty","wht_pct","sec_tp"
VOO,TDG,1837557077,TransDigm Group Inc.,-,1438277,0.156,-
VOO,CME,1819336203,CME Group Inc.,CME,9253999,0.155,ST
VOO,KKR,1801147134,KKR & Co. Inc. Class A,KKR,17114663,0.153,ST
VOO,FCX,1794307431,Freeport-McMoRan Inc.,프리포트,36919906,0.152,ST
VOO,SHW,1789136792,Sherwin-Williams Co.,-,5995164,0.152,-
VOO,NXPI,1768293451,NXP Semiconductors NV,엔엑스피,6571383,0.15,ST
VOO,TGT,1760216917,Target Corp.,타겟,11890144,0.149,ST
VOO,FDX,1744653521,FedEx Corp.,페덱스,5818615,0.148,ST
BOTZ,"4259.T",1794595,EXAWIZARDS INC,-,985280,0.073,-
BOTZ,-,1488170,CASH,-,0,0.061,-
BOTZ,CGCBV FH,33243412,CARGOTEC OYJ-B SHARE,-,670360,1.352,-
BOTZ,"454910.KS",37417133,DOOSAN ROBOTICS INC,-,787057,1.522,-
BOTZ,PRCT,37489745,PROCEPT BIOROBOTICS CORP,프로셉트 바이오로보틱스,613279,1.525,ST
BOTZ,UPST,38049087,UPSTART HOLDINGS INC,업스타트 홀딩스,1049630,1.547,ST
BOTZ,AUTO.OL,47882811,AUTOSTORE HOLDINGS LTD,-,41708439,1.947,-
BOTZ,PATH,57063858,UIPATH INC - CLASS A,유아이패스,5018809,2.321,ST
BOTZ,"0QLN.L",58541157,TECAN GROUP AG-REG,-,155400,2.381,-
BOTZ,AVAV,60122623,AEROVIRONMENT INC,에어로버로먼트,341567,2.445,ST
BOTZ,JBT,34912310,JOHN BEAN TECH,존 빈 테크놀로지,386070,1.42,ST
BOTZ,AI,35147688,C3.AI INC-A,시쓰리 에이아이,1408725,1.429,ST
BOTZ,CRNC,1224659,CERENCE INC,세렌스,485976,0.05,ST
BOTZ,-,282939,KOREAN WON,-,386254528,0.012,-
BOTZ,-,-20823,JAPANESE YEN,-,-3052529,0.001,-
BOTZ,-,907,CANADIAN DOLLAR,-,0,0.0,-
BOTZ,-,0,EURO,-,0,0.0,-
BOTZ,-,-397,HONG KONG DOLLAR,-,0,0.0,-
BOTZ,-,-3938,ISRAELI SHEKEL,-,0,0.0,-
BOTZ,-,0,SWISS FRANC,-,0,0.0,-
BOTZ,"6954",107806537,FANUC CORP,화낙,4065696,4.384,-
BOTZ,"6645",90655885,OMRON CORP,옴론,2505514,3.687,-
BOTZ,"6506",88420416,YASKAWA ELECTRIC CORP,야스카와전기,2915984,3.596,-
BOTZ,"6383",81111789,DAIFUKU CO LTD,다이후쿠,4615752,3.299,-
BOTZ,CGNX,81013901,COGNEX CORP,코그넥스,2091221,3.295,ST
BOTZ,PEGA,66727623,PEGASYSTEMS INC,페가시스템즈,1017810,2.714,ST
BOTZ,ATS.TO,32585355,ATS CORP,-,1194985,1.325,-
BOTZ,SYM,23648496,SYMBOTIC INC,심보틱,1079840,0.962,ST
BOTZ,OMCL,22554183,OMNICELL INC,옴니셀,552122,0.917,ST
BOTZ,"277810.KS",21118334,RAINBOW ROBOTICS,-,236697,0.859,-
BOTZ,DT,114764687,DYNATRACE INC,다이나트레이스,2405464,4.667,ST
BOTZ,"6273",154790442,SMC CORP,SMC,350436,6.295,-
BOTZ,"6861",184044986,KEYENCE CORP,키엔스,451081,7.485,-
BOTZ,ABBN.SW,238940720,ABB LTD-REG,-,4565795,9.717,-
BOTZ,ISRG,253752993,INTUITIVE SURGICAL INC,인투이티브 서지칼,547560,10.32,ST
BOTZ,NVDA,279549467,NVIDIA CORP,엔비디아,2668730,11.369,ST
BOTZ,HLX,18782427,HELIX ENERGY SOL,헬릭스 에너지 솔루션스 그룹,1830646,0.764,ST
BOTZ,KALMAR FH,18642671,KALMAR OYJ-B SHARE,-,670360,0.758,-
BOTZ,APPN,14469597,APPIAN CORP-A,애피안,512561,0.588,ST
BOTZ,SOUN,12388617,SOUNDHOUND AI INC-A,사운드하운드 AI,2543864,0.504,ST
BOTZ,PRO,10703199,PROS HOLDINGS INC,프로스 홀딩스,567809,0.435,ST
BOTZ,"2252",9587878,SHANGHAI MICROPO,MEDBOT-B,11450100,0.39,-
BOTZ,"3993",7571643,PKSHA TECHNOLOGY INC,파쿠샤테크놀로지,386869,0.308,-
BOTZ,"6104",7556611,SHIBAURA MACHINE,도시바기계,316041,0.307,-
BOTZ,NQU4 Index,7446400,NASDAQ 100 E-MINI SEP24,-,20,0.303,-
BOTZ,MTRN.TA,4795408,MAYTRONICS LTD,-,1308356,0.195,-
BOTZ,-,4721810,OTHER PAYABLE & RECEIVABLES,-,0,0.192,-
BOTZ,"6258",3907230,HIRATA CORP,히라타기공,126020,0.159,-
BOTZ,FARO,3347776,FARO TECHNOLOGIES INC,파로 테크놀로지스,220684,0.136,ST
BOTZ,"2121",2970161,AINNOVATION TECH,일화홀딩스,6733200,0.121,-
BOTZ,IRBT,2596369,IROBOT CORP,아이로봇,339839,0.106,ST
DIV,FRO,5095706,FRONTLINE PLC,프론트라인,220976,0.815,ST
DIV,BRY,10061028,BERRY CORP,베리 코퍼레이션,1728699,1.61,ST
DIV,SFL,10585593,SFL CORP LTD,SFL 코퍼레이션,924506,1.694,ST
DIV,WU,10858043,WESTERN UNION CO,웨스턴 유니온,929627,1.737,ST
DIV,CHK,10881408,CHESAPEAKE ENERGY CORP,체사피크 에너지,150047,1.741,ST
DIV,CHRD,10974669,CHORD ENERGY CORP,코드 에너지,72603,1.756,ST
DIV,CCOI,11009888,COGENT COMMUNICA,코젠트 커뮤니케이션즈,154006,1.761,ST
DIV,WEN,11045207,WENDY'S CO/THE,웬디스,645164,1.767,ST
DIV,DOW,11285038,DOW INC,다우,214300,1.805,ST
DIV,ALX,11320728,ALEXANDER'S INC,알렉산더스,52657,1.811,ST
DIV,TFSL,11408294,TFS FINANCIAL CORP,TFS 파이낸셜,882312,1.825,ST
DIV,CTRA,11609114,COTERRA ENERGY INC,코테라 에너지,481706,1.857,ST
DIV,LYB,11785343,LYONDELLBASELL INDU-CL A,라이온델바젤,121674,1.885,ST
DIV,VZ,11886367,VERIZON COMMUNIC,버라이즌,291690,1.902,ST
DIV,KHC,12047068,KRAFT HEINZ CO/THE,크래프트하인즈,341567,1.927,ST
DIV,IBM,12046225,IBM,아이비엠,62921,1.927,ST
DIV,MO,14922237,ALTRIA GROUP INC,알트리아,295900,2.387,ST
DIV,PM,15383274,PHILIP MORRIS IN,필립모리스,132603,2.461,ST
DIV,NHI,16692989,NATL HEALTH INVESTORS INC,내셔날 헬스 인베스터즈,223228,2.671,ST
DIV,TDS,17164575,TELEPHONE & DATA,텔레폰 앤 데이타 시스템즈,846797,2.746,ST
DIV,VIRT,20678371,VIRTU FINANCIA-A,버투 파이낸셜,708406,3.308,ST
DIV,UHT,12528998,UNIVERSAL HEALTH,유니버셜 헬스 리얼티 인컴 트러스트,297389,2.004,ST
DIV,ABBV,12633383,ABBVIE INC,애브비,66516,2.021,ST
DIV,NWE,12703447,NORTHWESTERN ENERGY GROUP,노스웨스턴,243501,2.032,ST
DIV,CBL,12765039,CBL & ASSOC PROP,CBL & 어소시에이츠 프로퍼티스,505346,2.042,ST
DIV,IP,14729655,INTERNATIONAL PAPER CO,인터내셔날 페이퍼,332123,2.356,ST
DIV,OHI,14618353,OMEGA HEALTHCARE,오메가 헬스케어 인베스터즈,384188,2.339,ST
DIV,KMI,14606125,KINDER MORGAN INC,킨더 모간,694868,2.337,ST
DIV,DUK,14577920,DUKE ENERGY CORP,듀크에너지,129386,2.332,ST
DIV,OGE,14166996,OGE ENERGY CORP,OGE 에너지,360300,2.266,ST
DIV,CHCT,7811419,COMMUNITY HEALTH,커뮤니티 헬스케어,434209,1.25,ST
DIV,D,14120094,DOMINION ENERGY INC,도미니언 에너지,259227,2.259,ST
DIV,VGR,13745787,VECTOR GROUP LTD,벡터 그룹,1042137,2.199,ST
DIV,DEA,13661747,EASTERLY GOVERNM,이스털리 거버먼트 프로퍼티즈,1018014,2.186,ST
DIV,T,13655960,AT&T INC,AT&T,700665,2.185,ST
DIV,LTC,13576585,LTC PROPERTIES INC,LTC 프로퍼티즈,377337,2.172,ST
DIV,AGR,13396471,AVANGRID INC,아반그리드,373577,2.143,ST
DIV,AVA,13383765,AVISTA CORP,에비스타,351834,2.141,ST
DIV,EBF,13290933,ENNIS INC,에니스,586020,2.126,ST
DIV,GLPI,12982044,GAMING AND LEISU,게이밍 앤 레저 프로퍼티즈,263114,2.077,ST
DIV,UVV,12477533,UNIVERSAL CORP/VA,유니버셜 그룹,239079,1.996,ST
DIV,NWN,12465452,NORTHWEST NATURA,노스웨스트 내추럴 홀딩,325809,1.994,ST
DIV,PFE,12290889,PFIZER INC,화이자,430504,1.966,ST
DIV,-,-2283,CANADIAN DOLLAR,-,0,0.0,-
DIV,-,-951519,CASH,-,0,0.152,-
DIV,-,3017124,OTHER PAYABLE & RECEIVABLES,-,0,0.483,-
IBB,IMMP,1716701,IMMUTEP ADS REPRESENTING  LTD,이뮤텝,867021,0.022,ST
IBB,AVIR,1853543,ATEA PHARMACEUTICALS INC,아티어 파마수티칼즈,550013,0.024,ST
IBB,VNDA,2075237,VANDA PHARMACEUTICALS INC,반다 파마슈티컬스,399853,0.027,ST
IBB,ALLO,2068064,ALLOGENE THERAPEUTICS INC,알로진 테라퓨틱스,891407,0.027,ST
IBB,TSHA,2179065,TAYSHA GENE THERAPIES INC,테이샤 진 테라피즈,1042615,0.028,ST
IBB,TERN,2106376,TERNS PHARMACEUTICALS INC,턴스 파마수티칼즈,320118,0.028,ST
IBB,VERV,2221972,VERVE THERAPEUTICS INC,버브 테라퓨틱스,445285,0.029,ST
IBB,CVAC,2213590,CUREVAC NV,큐어백,674875,0.029,ST
IBB,VYGR,2290270,VOYAGER THERAPEUTICS INC,보이저 테라퓨틱스,330964,0.03,ST
IBB,SLRN,2389323,ACELYRIN INC,엑세러린,467578,0.031,ST
IBB,PHAT,2461131,PHATHOM PHARMACEUTICALS INC,팬섬 파마수티칼즈,209458,0.032,ST
IBB,EDIT,2417464,EDITAS MEDICINE INC,에디타스 메디슨,608933,0.032,ST
IBB,TBPH,2510442,THERAVANCE BIOPHARMA INC,더라번스 바이오파마,327734,0.033,ST
IBB,SVRA,2562471,SAVARA INC,사바라,643837,0.033,ST
IBB,RVNC,2510543,REVANCE THERAPEUTICS INC,리번스 테라퓨틱스,711202,0.033,ST
IBB,QURE,2530020,UNIQURE NV,유니큐어,353849,0.033,ST
IBB,SGAFT,2620000,CASH COLLATERAL USD SGAFT,-,2620000,0.034,-
IBB,ORIC,2706009,ORIC PHARMACEUTICALS INC,오릭 파마수티칼,322528,0.035,ST
IBB,KALV,2671125,KALVISTA PHARMACEUTICALS INC,칼비스타 파머수티컬스,207064,0.035,ST
IBB,QTRX,2828312,QUANTERIX CORP,퀀테릭스,259003,0.037,ST
IBB,MXCT,2870811,MAXCYTE INC,맥스사이트,686797,0.037,ST
IBB,ERAS,2851370,ERASCA INC,에라스카,1188071,0.037,ST
IBB,DNA,2799718,GINKGO BIOWORKS HOLDINGS INC CLASS,진크고 바이오웍스,10361653,0.037,ST
IBB,CMPS,2816657,COMPASS PATHWAYS ADR PLC,컴퍼스 패스웨이즈,398960,0.037,ST
IBB,ALEC,2867756,ALECTOR INC,알렉터,564519,0.037,ST
IBB,SAGE,2949185,SAGE THERAPEUTICS INC,세이지 테라퓨틱스,368188,0.039,ST
IBB,ITOS,3027067,ITEOS THERAPEUTICS INC,아이테오스 테라퓨틱스,205783,0.04,ST
IBB,PACB,3126938,PACIFIC BIOSCIENCES OF CALIFORNIA,퍼시픽 바이오사이언스 캘리포니아,1966628,0.041,ST
IBB,YMAB,3217258,Y MABS THERAPEUTICS INC,와이 맵스 테라퓨틱스,286999,0.042,ST
IBB,INSM,79238424,INSMED INC,인스메드,1071079,1.035,ST
IBB,CRL,76006854,CHARLES RIVER LABORATORIES INTERNA,찰스 리버,378200,0.993,ST
IBB,MEDP,73383850,MEDPACE HOLDINGS INC,메드페이스 홀딩스,189794,0.958,ST
IBB,LEGN,64154697,LEGEND BIOTECH  ADR REP CORP,레전드 바이오테크,1147669,0.838,ST
IBB,RGEN,63833183,REPLIGEN CORP,리플리젠,386493,0.834,ST
IBB,PCVX,59849663,VAXCYTE INC,백사이트,768387,0.782,ST
IBB,EXEL,56827408,EXELIXIS INC,엑셀리시스,2107060,0.742,ST
IBB,ITCI,53933090,INTRA CELLULAR THERAPIES INC,인트라 셀룰러 테라피,732687,0.704,ST
IBB,HALO,51597040,HALOZYME THERAPEUTICS INC,헬로자인 테라퓨틱,934729,0.674,ST
IBB,IONS,46386144,IONIS PHARMACEUTICALS INC,이오니스 파마수티칼,996480,0.606,ST
IBB,ASND,45971266,ASCENDIS PHARMA ADR REPRESENTING,아센디스 파마,362064,0.6,ST
IBB,BRKR,44813104,BRUKER CORP,브루커,722792,0.585,ST
IBB,CYTK,44176920,CYTOKINETICS INC,사이토키네틱스,791843,0.577,ST
IBB,RVMD,43696481,REVOLUTION MEDICINES INC,레볼루션 메디신즈,1018566,0.571,ST
IBB,BPMC,42756144,BLUEPRINT MEDICINES CORP,블루프린트 메디신즈,455337,0.558,ST
IBB,ROIV,41985717,ROIVANT SCIENCES LTD,로이번트 사이언시즈,3775694,0.548,ST
IBB,KRYS,32330256,KRYSTAL BIOTECH INC,크리스탈 바이오텍,177473,0.422,ST
IBB,ALKS,32271661,ALKERMES,알케미스,1237885,0.421,ST
IBB,MDGL,30699558,MADRIGAL PHARMACEUTICALS INC,마드리갈 파마수티칼즈,129534,0.401,ST
IBB,RNA,29634699,AVIDITY BIOSCIENCES INC,어비디티 바이오사이언시즈,631197,0.387,ST
IBB,RARE,28983429,ULTRAGENYX PHARMACEUTICAL INC,울트라제닉스 파마수티칼,579321,0.378,ST
IBB,CRSP,28371710,CRISPR THERAPEUTICS AG,크리스퍼 테라퓨틱,603525,0.371,ST
IBB,MYGN,18065370,MYRIAD GENETICS INC,미리어드 제네틱스,646346,0.236,ST
IBB,AGIO,18013708,AGIOS PHARMACEUTICALS INC,어지오스 파마수티칼,412213,0.235,ST
IBB,ACLX,17509446,ARCELLX INC,아셀엑스,296519,0.229,ST
IBB,GERN,17499152,GERON CORP,제론,3723224,0.229,ST
IBB,NUVL,17336942,NUVALENT INC CLASS A,뉴발렌트,247706,0.226,ST
IBB,PTCT,17276304,PTC THERAPEUTICS INC,PTC 테라퓨틱스,552135,0.226,ST
IBB,KYMR,16823355,KYMERA THERAPEUTICS INC,키메라 테라퓨틱스,405969,0.22,ST
IBB,MORF,16736167,MORPHIC HOLDING INC,모픽 홀딩,294133,0.219,ST
IBB,VCYT,16494171,VERACYTE INC,베라카이트,563518,0.215,ST
IBB,IOVA,16409029,IOVANCE BIOTHERAPEUTICS INC,이오반스 바이오테라퓨틱스,1654136,0.214,ST
IBB,VCEL,16338525,VERICEL CORP,베리셀,358301,0.213,ST
IBB,PTGX,15940675,PROTAGONIST THERAPEUTICS INC,프로타고니스트 테라퓨틱스,411691,0.208,ST
IBB,NTLA,15039339,INTELLIA THERAPEUTICS INC,인텔리아 테라퓨틱스,700808,0.196,ST
IBB,TXG,14978152,"10X GENOMICS INC CLASS A",텐엑스 제노믹스,733145,0.196,ST
IBB,ARQT,6513875,ARCUTIS BIOTHERAPEUTICS INC,아커티스 바이오테라퓨틱스,670842,0.085,ST
IBB,BCYC,6275608,BICYCLE THERAPEUTICS ADR PLC,바이시클 테라퓨틱스,270617,0.082,ST
IBB,TARS,6205035,TARSUS PHARMACEUTICALS INC,타서스 파마수티칼즈,231100,0.081,ST
IBB,ANAB,5945926,ANAPTYSBIO INC,어냅티스바이오,179907,0.078,ST
IBB,DAWN,5994389,DAY ONE BIOPHARMACEUTICALS INC,데이 원 바이오파마수티칼즈,450706,0.078,ST
IBB,RLAY,5748988,RELAY THERAPEUTICS INC,릴레이 테라퓨틱스,858058,0.075,ST
IBB,VIR,5757754,VIR BIOTECHNOLOGY INC,Vir 바이오테크놀로지,661051,0.075,ST
IBB,RCUS,5579154,ARCUS BIOSCIENCES INC,아커스 바이오사이언시즈,357409,0.073,ST
IBB,AUTL,5530117,AUTOLUS THERAPEUTICS ADR PLC,오토러스 테라퓨틱스,1506844,0.072,ST
IBB,IRON,5362809,DISC MEDICINE INC,디스크 메디슨,124456,0.07,ST
IBB,CGEM,5272504,CULLINAN THERAPEUTICS INC,컬리넌 온콜로지,314401,0.069,ST
IBB,ETNB,5321238,"89BIO INC","89 바이오",682210,0.069,ST
IBB,HUMA,5317323,HUMACYTE INC,휴마카이트,672228,0.069,ST
IBB,AUPH,5175835,AURINIA PHARMACEUTICALS INC,오리니아 파마수티칼즈,958488,0.068,ST
IBB,CSTL,5020241,CASTLE BIOSCIENCES INC,캐슬 바이오사이언스,187113,0.066,ST
IBB,ZYME,4974121,ZYMEWORKS INC,자임웍스,491514,0.065,ST
IBB,IRWD,4883916,IRONWOOD PHARMA INC CLASS A,아이언우드 파마수티칼,1151867,0.064,ST
IBB,PLRX,4879445,PLIANT THERAPEUTICS INC,플라이언트 테라퓨틱스,397349,0.064,ST
IBB,CNTA,4794616,CENTESSA PHARMACEUTICALS AMERICAN,센테사 파마수티칼,434295,0.063,ST
IBB,COGT,4853654,COGENT BIOSCIENCES INC,코젠트 바이오사이언시즈,565694,0.063,ST
IBB,ADPT,4759526,ADAPTIVE BIOTECHNOLOGIES CORP,어댑티브 바이오테크놀러지,1064771,0.062,ST
IBB,FDMT,4784440,"4D MOLECULAR THERAPEUTICS INC","4D 몰큘러 테라퓨틱스",323273,0.062,ST
IBB,TVTX,4783675,TRAVERE THERAPEUTICS INC,트래버 테라퓨틱스,560806,0.062,ST
IBB,CTKB,4626851,CYTEK BIOSCIENCES INC,사이텍 바이오사이언시즈,886370,0.06,ST
IBB,REGN,664813910,REGENERON PHARMACEUTICALS INC,리제네론,587686,8.682,ST
IBB,GILD,660185263,GILEAD SCIENCES INC,길리어드,8962602,8.621,ST
IBB,SANA,4388081,SANA BIOTECHNOLOGY INC,사나 바이오테크놀로지,893703,0.057,ST
IBB,ELVN,4257404,ENLIVEN THERAPEUTICS INC,인라이븐 테라퓨틱스,199597,0.056,ST
IBB,OLMA,4284924,OLEMA PHARMACEUTICALS INC,올레마 파마수티칼즈,361597,0.056,ST
IBB,ABCL,4108549,ABCELLERA BIOLOGICS INC,앱셀러라 바이오로직스,1533041,0.054,ST
IBB,SRRK,4018498,SCHOLAR ROCK HOLDING CORP,스칼러 락 홀딩,475562,0.052,ST
IBB,ABUS,3927841,ARBUTUS BIOPHARMA CORP,아버터스 바이오파마,1076121,0.051,ST
IBB,RGNX,3911561,REGENXBIO INC,리젠바이오,334894,0.051,ST
IBB,WVE,3886224,WAVE LIFE SCIENCES LTD,웨이브 라이프 사이언스,718341,0.051,ST
IBB,AVXL,3845142,ANAVEX LIFE SCIENCES CORP,아나벡스 라이프 사이언시즈,609856,0.05,ST
IBB,EXAI,3827294,EXSCIENTIA ADR PLC,엑시엔샤,757880,0.05,ST
IBB,FULC,3795810,FULCRUM THERAPEUTICS INC,풀크럼 테라퓨틱스,428421,0.05,ST
IBB,OPK,3651792,OPKO HEALTH INC,옵코 헬스,2434528,0.048,ST
IBB,REPL,3645755,REPLIMUNE GROUP INC,레플리뮨 그룹,380559,0.048,ST
IBB,AMGN,607365733,AMGEN INC,암젠,1883363,7.932,ST
IBB,VRTX,592609861,VERTEX PHARMACEUTICALS INC,-,1265044,7.739,-
IBB,IQV,312174737,IQVIA HOLDINGS INC,아이큐비아,1314586,4.077,ST
IBB,ALNY,251877759,ALNYLAM PHARMACEUTICALS INC,앨린램 파마수티칼,934542,3.289,ST
IBB,MTD,218334450,METTLER TOLEDO INC,메틀러-톨레도 인터내셔날,156259,2.851,ST
IBB,BIIB,216862756,BIOGEN INC,바이오젠,1073578,2.832,ST
IBB,MRNA,212517621,MODERNA INC,모더나,2502268,2.775,ST
IBB,ARGX,200826677,ARGENX SE ADR,아젠스,375391,2.623,ST
IBB,WAT,146329444,WATERS CORP,워터스,439824,1.911,ST
IBB,ILMN,145458168,ILLUMINA INC,일루미나,1177227,1.9,ST
IBB,BMRN,122679444,BIOMARIN PHARMACEUTICAL INC,바이오마린,1384019,1.602,ST
IBB,BNTX,121890920,BIONTECH SE ADR,바이오엔텍,1508551,1.592,ST
IBB,GMAB,111185089,GENMAB  SPONSORED ADR,젠맙,4206776,1.452,ST
IBB,BGNE,110227856,BEIGENE ADS REPRESENTING LTD,베이젠,603129,1.439,ST
IBB,URGN,3673488,UROGEN PHARMA LTD,유로젠 파마,250579,0.048,ST
IBB,NBIX,107688562,NEUROCRINE BIOSCIENCES INC,뉴로크린 바이오사이언스,730984,1.406,ST
IBB,UTHR,101221387,UNITED THERAPEUTICS CORP,유나이티드 테라퓨틱스,306490,1.322,ST
IBB,INCY,100288840,INCYTE CORP,인사이트,1641926,1.31,ST
IBB,NTRA,98124278,NATERA INC,나테라,856457,1.281,ST
IBB,TECH,83264467,BIO TECHNE CORP,바이오 테크니,1160157,1.087,ST
IBB,SRPT,82652956,SAREPTA THERAPEUTICS INC,사렙타 테라퓨틱스,659430,1.079,ST
IBB,FLGT,3401687,FULGENT GENETICS INC,펄전트 제네틱스,142211,0.044,ST
IBB,TNGX,3349578,TANGO THERAPEUTICS INC,탱고 테라퓨틱스,394068,0.044,ST
IBB,ARCT,3305313,ARCTURUS THERAPEUTICS HOLDINGS INC,악투러스 테라퓨틱스,182816,0.043,ST
IBB,NUVB,3238159,NUVATION BIO INC CLASS A,누베이션 바이오,1144226,0.042,ST
IBB,BEAM,13972212,BEAM THERAPEUTICS INC,빔 테라퓨틱,571227,0.182,ST
IBB,NVCR,13470368,NOVOCURE LTD,노보큐어,720726,0.176,ST
IBB,IMVT,13309799,IMMUNOVANT INC,이뮤노반트,455659,0.174,ST
IBB,LGND,13084449,LIGAND PHARMACEUTICALS INC,리간드 파마슈티컬스,130642,0.171,ST
IBB,GRFS,11970964,GRIFOLS ADR REPRESENTING ONE NON-V,그리폴스,1660328,0.156,ST
IBB,SNDX,11934321,SYNDAX PHARMACEUTICALS INC,신닥스 파마슈티컬스,595525,0.156,ST
IBB,RCKT,11850743,ROCKET PHARMACEUTICALS INC,로켓 파마수티칼,622413,0.155,ST
IBB,APGE,11643628,APOGEE THERAPEUTICS INC,아포지 테라퓨틱스,287497,0.152,ST
IBB,NVAX,11504184,NOVAVAX INC,노바백스,991740,0.15,ST
IBB,BCRX,11244491,BIOCRYST PHARMACEUTICALS INC,바이오크리스트 파마수티칼,1473721,0.147,ST
IBB,MIRM,11282598,MIRUM PHARMACEUTICALS INC,미럼 파마수티칼즈,281924,0.147,ST
IBB,IMCR,11199134,IMMUNOCORE HOLDINGS ADR PLC,이뮨코어 홀딩스,301052,0.146,ST
IBB,VERA,11184562,VERA THERAPEUTICS INC CLASS A,베라 테라퓨틱스,310855,0.146,ST
IBB,ARVN,11023654,ARVINAS INC,아비나스,442007,0.144,ST
IBB,AKRO,10682781,AKERO THERAPEUTICS INC,아케로 테라퓨틱스,431802,0.14,ST
IBB,DVAX,10755067,DYNAVAX TECHNOLOGIES CORP,다이나백스 테크놀로지스,968925,0.14,ST
IBB,GLPG,10189417,GALAPAGOS ADR REPRESENTING NV,갈라파고스,410698,0.133,ST
IBB,ZLAB,10219458,ZAI LABORATORY ADR REPRESENTING LT,자이 랩,628503,0.133,ST
IBB,MNKD,9889793,MANNKIND CORP,맨카인드,1958375,0.129,ST
IBB,CDNA,9238854,CAREDX INC,케이디엑스,341800,0.121,ST
IBB,RXRX,9301431,RECURSION PHARMACEUTICALS INC CLAS,러커전 파마수티칼즈,1478765,0.121,ST
IBB,KURA,9134718,KURA ONCOLOGY INC,쿠라 온콜로지,481535,0.119,ST
IBB,JANX,8999533,JANUX THERAPEUTICS INC,야뉴스 테라퓨틱스,250963,0.118,ST
IBB,KROS,9026626,KEROS THERAPEUTICS INC,케로스 테라퓨틱스,198912,0.118,ST
IBB,XTSLA,8962385,BLK CSH FND TREASURY SL AGENCY,-,8962386,0.117,-
IBB,VRNA,8871948,VERONA PHARMA ADR PLC,버로나 파마,392217,0.116,ST
IBB,NRIX,8805215,NURIX THERAPEUTICS INC,누릭스 테라퓨틱스,422921,0.115,ST
IBB,EWTX,8036861,EDGEWISE THERAPEUTICS INC,에지와이즈 테라퓨틱스,488563,0.105,ST
IBB,XNCR,7164394,XENCOR INC,젠코,446658,0.094,ST
IBB,PRTA,7094229,PROTHENA PLC,프로테나,345218,0.093,ST
IBB,MRVI,6954386,MARAVAI LIFESCIENCES HOLDINGS INC,마라바이 라이프사이언스 홀딩스,814331,0.091,ST
IBB,SMMT,6660347,SUMMIT THERAPEUTICS INC,서밋 테라퓨틱스 ADR,617843,0.087,ST
IBB,APLS,27411752,APELLIS PHARMACEUTICALS INC,아펠리스 파마수티칼,740658,0.358,ST
IBB,ADMA,26693371,ADMA BIOLOGICS INC,ADMA 바이오로직스,1672517,0.349,ST
IBB,CRNX,26057269,CRINETICS PHARMACEUTICALS INC,크리네틱스 파머슈티컬스,546962,0.34,ST
IBB,BBIO,25399357,BRIDGEBIO PHARMA INC,브릿지바이오 파마,1039679,0.332,ST
IBB,FOLD,24593891,AMICUS THERAPEUTICS INC,아미커스 테라퓨틱,2142325,0.321,ST
IBB,AXSM,24083137,AXSOME THERAPEUTICS INC,액솜 테라퓨틱스,289844,0.315,ST
IBB,BHVN,22062748,BIOHAVEN LTD,바이오헤이븐,567020,0.288,ST
IBB,XENE,21767033,XENON PHARMACEUTICALS INC,제논 파마슈티컬,548288,0.284,ST
IBB,IDYA,21151562,IDEAYA BIOSCIENCES INC,아이디야 바이오사이언스,558236,0.276,ST
IBB,DYN,20853531,DYNE THERAPEUTICS INC,다인 테라퓨틱스,478292,0.272,ST
IBB,ARWR,20486137,ARROWHEAD PHARMACEUTICALS INC,애로우헤드 파마수티칼,875102,0.268,ST
IBB,-,20191981,USD CASH,-,20191982,0.264,-
IBB,DNLI,19535566,DENALI THERAPEUTICS INC,디날리 테라퓨틱스,872513,0.255,ST
IBB,ACAD,19078337,ACADIA PHARMACEUTICALS INC,아카디아 파마수티칼,1220623,0.249,ST
IBB,MRUS,18449825,MERUS NV,-,363615,0.241,ST
IBB,RYTM,18353835,RHYTHM PHARMACEUTICALS INC,리듬 파머수티컬스,405520,0.24,ST
IBB,SWTX,18241415,SPRINGWORKS THERAPEUTICS INC,스프링웍스 테라퓨틱스,487608,0.238,ST
IBB,TWST,18219189,TWIST BIOSCIENCE CORP,트위스트 바이오사이언스,414355,0.238,ST
IBB,RTYU4,0,RUSSELL 2000 EMINI CME SEP 24,-,167,0.0,-
IBB,IXCU4,0,E-MINI HEALTH CARE SECTOR SEP 24,-,210,0.0,-
IBB,-,0,OMNIAB INC $15.00 VESTING  Prvt,-,46839,0.0,-
IBB,-,0,OMNIAB INC $12.50 VESTING  Prvt,-,46839,0.0,-
IBB,-,1034,FUSION PHARMACEUTICALS INC CVR,-,1880,0.0,-
IBB,-,749,CARTESIAN THERAPEUTICS INC,-,7496,0.0,-
IBB,-,1,AKOUOS CVRS Prvt,-,157087,0.0,-
IBB,RPHM,203520,RENEO PHARMACEUTICALS INC,레네오 파마수티칼즈,150756,0.003,ST
IBB,ADRO,202206,CHINOOK THERAPEUTICS INC,-,320962,0.003,-
IBB,OVID,389611,OVID THERAPEUTICS INC,오비드 테라퓨틱스,434980,0.005,ST
IBB,MRNS,454349,MARINUS PHARMACEUTICALS INC,마리너스 파마수티칼즈,372418,0.006,ST
IBB,RAPT,505188,RAPT THERAPEUTICS INC,-,222550,0.007,ST
