"etf_tck_cd","ediv_dt","ddn_amt","aed_stkp_ddn_amt","ddn_bse_dt","ddn_pym_dt","pba_dt","ddn_pym_fcy_cd"
SPTN,"20240313",0.2175,0.2175,"20240314","20240328","20240307",Quarterly
SPTN,"20230614",0.215,0.215,"20230615","20230630","20230531",Quarterly
SPTN,"20240614",0.2175,0.2175,"20240614","20240628","20240523",Quarterly
SPTN,"20221208",0.21,0.21,"20221209","20221230","20221116",Quarterly
SPTN,"20230914",0.215,0.215,"20230915","20230929","20230825",Quarterly
SPTN,"20230316",0.215,0.215,"20230317","20230331","20230301",Quarterly
SPXL,"20230621",0.25846,0.25846,"20230622","20230628","20230323",Quarterly
SPXL,"20240319",0.39478,0.39478,"20240320","20240326","20240118",Quarterly
SPXL,"20221220",0.12356,0.12356,"20221221","20221228","20220203",SemiAnnual
SPXL,"20240625",0.33671,0.33671,"20240625","20240702","20240118",Quarterly
SPXL,"20230321",0.26189,0.26189,"20230322","20230328","20230320",Quarterly
SPXL,"20231221",0.30383,0.30383,"20231222","20231229","20230323",Quarterly
SPXL,"20230919",0.19445,0.19445,"20230920","20230926","20230323",Quarterly
SPYG,"20221219",0.13956,0.13956,"20221220","20221222","20220117",Quarterly
SPYG,"20230620",0.18615,0.18615,"20230621","20230623","20230117",Quarterly
SPYG,"20220919",0.13432,0.13432,"20220920","20220922","20220117",Quarterly
SPYG,"20230320",0.17897,0.17897,"20230321","20230323","20230117",Quarterly
SPYG,"20240318",0.10646,0.10646,"20240319","20240321","20240102",Quarterly
SPYG,"20240624",0.12418,0.12418,"20240624","20240626","20240102",Quarterly
SPYG,"20231218",0.20482,0.20482,"20231219","20231221","20230117",Quarterly
SPYG,"20230918",0.1794,0.1794,"20230919","20230921","20230117",Quarterly
SPYV,"20231218",0.23107,0.23107,"20231219","20231221","20230117",Quarterly
SPYV,"20220919",0.22161,0.22161,"20220920","20220922","20220117",Quarterly
SPYV,"20240318",0.25555,0.25555,"20240319","20240321","20240102",Quarterly
SPYV,"20221219",0.23751,0.23751,"20221220","20221222","20220117",Quarterly
SPYV,"20230320",0.17677,0.17677,"20230321","20230323","20230117",Quarterly
SPYV,"20230918",0.20149,0.20149,"20230919","20230921","20230117",Quarterly
SPYV,"20230620",0.20486,0.20486,"20230621","20230623","20230117",Quarterly
SPYV,"20240624",0.28776,0.28776,"20240624","20240626","20240102",Quarterly
SQY,"20240105",1.6174,1.6174,"20240108","20240109","20231214",Monthly
SQY,"20240207",0.3823,0.3823,"20240208","20240209","20231214",Monthly
SQY,"20240705",0.6979,0.6979,"20240705","20240708","20231214",Monthly
SQY,"20231207",2.1463,2.1463,"20231208","20231213","20231206",Monthly
SQY,"20240606",0.9641,0.9641,"20240606","20240607","20231214",Monthly
SQY,"20231108",0.4372,0.4372,"20231109","20231116","20231107",Other
SQY,"20240506",1.1197,1.1197,"20240507","20240508","20231214",Monthly
SQY,"20240807",0.637,0.637,"20240807","20240808","20231214",Monthly
SQY,"20240306",0.654,0.654,"20240307","20240308","20231214",Monthly
SQY,"20240404",0.6387,0.6387,"20240405","20240408","20231214",Monthly
SRCE,"20240202",0.34,0.34,"20240205","20240215","20240118",Quarterly
SRCE,"20230501",0.32,0.32,"20230502","20230512","20230420",Quarterly
SRCE,"20240503",0.34,0.34,"20240506","20240515","20240425",Quarterly
SRCE,"20230203",0.32,0.32,"20230206","20230216","20230119",Quarterly
SRCE,"20240805",0.36,0.36,"20240805","20240815","20240725",Quarterly
SRCE,"20231103",0.34,0.34,"20231106","20231115","20231019",Quarterly
SRCE,"20230731",0.32,0.32,"20230801","20230811","20230720",Quarterly
SRCE,"20221031",0.32,0.32,"20221101","20221110","20221020",Quarterly
SSD,"20230705",0.27,0.27,"20230706","20230727","20230426",Quarterly
SSD,"20231004",0.27,0.27,"20231005","20231026","20230731",Quarterly
SSD,"20221005",0.26,0.26,"20221006","20221027","20220727",Quarterly
SSD,"20230104",0.26,0.26,"20230105","20230126","20221024",Quarterly
SSD,"20230405",0.26,0.26,"20230406","20230427","20230126",Quarterly
SSD,"20240703",0.28,0.28,"20240704","20240725","20240501",Quarterly
SSD,"20240103",0.27,0.27,"20240104","20240125","20231023",Quarterly
SSD,"20240403",0.27,0.27,"20240404","20240425","20240119",Quarterly
SSNC,"20230531",0.2,0.2,"20230601","20230615","20230517",Quarterly
SSNC,"20240603",0.24,0.24,"20240603","20240617","20240520",Quarterly
SSNC,"20231130",0.24,0.24,"20231201","20231215","20231116",Quarterly
SSNC,"20220831",0.2,0.2,"20220901","20220915","20220818",Quarterly
SSNC,"20230228",0.2,0.2,"20230301","20230315","20230213",Quarterly
SSNC,"20240229",0.24,0.24,"20240301","20240315","20240213",Quarterly
SSNC,"20221130",0.2,0.2,"20221201","20221215","20221116",Quarterly
SSNC,"20230831",0.24,0.24,"20230901","20230915","20230821",Quarterly
SSO,"20231220",0.11814,0.11814,"20231221","20231228","20230106",Quarterly
SSO,"20221222",0.18146,0.18146,"20221223","20221230","20220624",Quarterly
SSO,"20240320",0.17773,0.17773,"20240321","20240327","20231221",Quarterly
SSO,"20240626",0.19117,0.19117,"20240626","20240703","20231221",Quarterly
STAG,"20240327",0.12333,0.12333,"20240328","20240415","20240110",Monthly
STAG,"20231129",0.1225,0.1225,"20231130","20231215","20231011",Monthly
STAG,"20240628",0.12333,0.12333,"20240628","20240715","20240409",Monthly
STAG,"20240531",0.12333,0.12333,"20240531","20240617","20240409",Monthly
STAG,"20230830",0.1225,0.1225,"20230831","20230915","20230710",Monthly
STAG,"20221028",0.12167,0.12167,"20221031","20221115","20221012",Monthly
STAG,"20230130",0.1225,0.1225,"20230131","20230215","20230111",Monthly
STAG,"20230227",0.1225,0.1225,"20230228","20230315","20230111",Monthly
STAG,"20221129",0.12167,0.12167,"20221130","20221215","20221012",Monthly
STAG,"20221229",0.12167,0.12167,"20221230","20230117","20221012",Monthly
STAG,"20240731",0.12333,0.12333,"20240731","20240815","20240710",Monthly
STAG,"20230427",0.1225,0.1225,"20230428","20230515","20230411",Monthly
STAG,"20240429",0.12333,0.12333,"20240430","20240515","20240409",Monthly
STAG,"20230928",0.1225,0.1225,"20230929","20231016","20230710",Monthly
STAG,"20240228",0.12333,0.12333,"20240229","20240315","20240110",Monthly
STAG,"20231228",0.1225,0.1225,"20231229","20240116","20231011",Monthly
STAG,"20240130",0.12333,0.12333,"20240131","20240215","20240110",Monthly
STAG,"20230330",0.1225,0.1225,"20230331","20230417","20230111",Monthly
STAG,"20230629",0.1225,0.1225,"20230630","20230717","20230411",Monthly
STAG,"20220929",0.12167,0.12167,"20220930","20221017","20220712",Monthly
STAG,"20230728",0.1225,0.1225,"20230731","20230815","20230710",Monthly
STAG,"20231030",0.1225,0.1225,"20231031","20231115","20231011",Monthly
STAG,"20220830",0.12167,0.12167,"20220831","20220915","20220712",Monthly
STAG,"20230530",0.1225,0.1225,"20230531","20230615","20230411",Monthly
STEL,"20230314",0.13,0.13,"20230315","20230331","20230222",Quarterly
STEL,"20240614",0.13,0.13,"20240614","20240628","20240523",Quarterly
STEL,"20220928",0.13,0.13,"20220929","20221014","20220921",Quarterly
STEL,"20221214",0.13,0.13,"20221215","20221230","20221118",Quarterly
STEL,"20230914",0.13,0.13,"20230915","20230929","20230817",Quarterly
STEL,"20231214",0.13,0.13,"20231215","20231229","20231115",Quarterly
STEL,"20240315",0.13,0.13,"20240318","20240329","20240222",Quarterly
STEL,"20230614",0.13,0.13,"20230615","20230630","20230525",Quarterly
STEP,"20220830",0.1973,0.1973,"20220831","20220915","20220804",Quarterly
STEP,"20230830",0.2093,0.2093,"20230831","20230915","20230803",Quarterly
STEP,"20240614",0.36,0.36,"20240614","20240628","20240521",Other
STEP,"20230614",0.4484,0.4484,"20230615","20230630","20230524",Other
STEP,"20240228",0.2093,0.2093,"20240229","20240315","20240205",Quarterly
STEP,"20221129",0.1973,0.1973,"20221130","20221215","20221103",Quarterly
STEP,"20230227",0.1973,0.1973,"20230228","20230315","20230209",Quarterly
STEP,"20231129",0.2093,0.2093,"20231130","20231215","20231106",Quarterly
STRA,"20220901",0.6,0.6,"20220902","20220912","20220727",Quarterly
STRA,"20230831",0.6,0.6,"20230901","20230911","20230727",Quarterly
STRA,"20240523",0.6,0.6,"20240524","20240603","20240425",Quarterly
STRA,"20231124",0.6,0.6,"20231127","20231204","20231102",Quarterly
STRA,"20240308",0.6,0.6,"20240311","20240318","20240229",Quarterly
STRA,"20221125",0.6,0.6,"20221128","20221205","20221103",Quarterly
STRA,"20230303",0.6,0.6,"20230306","20230313","20230222",Quarterly
STRA,"20230525",0.6,0.6,"20230526","20230605","20230427",Quarterly
STRS,"20220916",4.67,4.67,"20220919","20220929","20220901",Other
STRW,"20240320",0.12,0.12,"20240321","20240328","20240308",Quarterly
STRW,"20231214",0.12,0.12,"20231215","20231229","20231114",Quarterly
STRW,"20230317",0.11,0.11,"20230320","20230331","20230306",Other
STRW,"20240617",0.13,0.13,"20240617","20240628","20240508",Quarterly
STRW,"20221201",0.1,0.1,"20221202","20221220","20221121",Other
STRW,"20230914",0.11,0.11,"20230915","20230929","20230810",Quarterly
STRW,"20230615",0.11,0.11,"20230616","20230630","20230515",Quarterly
STWD,"20240628",0.48,0.48,"20240628","20240715","20240613",Quarterly
STWD,"20230928",0.48,0.48,"20230930","20231016","20230915",Quarterly
STWD,"20240327",0.48,0.48,"20240329","20240415","20240315",Quarterly
STWD,"20220929",0.48,0.48,"20220930","20221014","20220916",Quarterly
STWD,"20221229",0.48,0.48,"20221230","20230113","20221209",Quarterly
STWD,"20230330",0.48,0.48,"20230331","20230414","20230316",Quarterly
STWD,"20231228",0.48,0.48,"20231229","20240115","20231215",Quarterly
STWD,"20230629",0.48,0.48,"20230630","20230717","20230615",Quarterly
STX,"20240620",0.7,0.7,"20240620","20240705","20240423",Quarterly
STX,"20231220",0.7,0.7,"20231221","20240109","20231026",Quarterly
STX,"20230925",0.7,0.7,"20230926","20231010","20230726",Quarterly
STX,"20240320",0.7,0.7,"20240321","20240404","20240124",Quarterly
STX,"20220920",0.7,0.7,"20220921","20221005","20220721",Quarterly
STX,"20230321",0.7,0.7,"20230322","20230406","20230125",Quarterly
STX,"20221220",0.7,0.7,"20221221","20230105","20221026",Quarterly
STX,"20230620",0.7,0.7,"20230621","20230705","20230420",Quarterly
SWI,"20240402",1.0,1.0,"20240403","20240415","20240315",Other
SWX,"20240514",0.62,0.62,"20240515","20240603","20240222",Quarterly
SWX,"20230814",0.62,0.62,"20230815","20230901","20230503",Quarterly
SWX,"20221114",0.62,0.62,"20221115","20221201","20220921",Quarterly
SWX,"20240214",0.62,0.62,"20240215","20240301","20231115",Quarterly
SWX,"20230512",0.62,0.62,"20230515","20230601","20230223",Quarterly
SWX,"20230214",0.62,0.62,"20230215","20230301","20221117",Quarterly
SWX,"20220812",0.62,0.62,"20220815","20220901","20220505",Quarterly
SWX,"20231114",0.62,0.62,"20231115","20231201","20230920",Quarterly
SXC,"20220817",0.08,0.08,"20220818","20220901","20220802",Quarterly
SXC,"20240514",0.1,0.1,"20240515","20240603","20240501",Quarterly
SXC,"20231114",0.1,0.1,"20231115","20231201","20231101",Quarterly
SXC,"20230215",0.08,0.08,"20230216","20230301","20230202",Quarterly
SXC,"20240214",0.1,0.1,"20240215","20240301","20240201",Quarterly
SXC,"20230517",0.08,0.08,"20230518","20230601","20230504",Quarterly
SXC,"20221117",0.08,0.08,"20221118","20221201","20221031",Quarterly
SXC,"20230816",0.1,0.1,"20230817","20230901","20230801",Quarterly
SYBT,"20230317",0.29,0.29,"20230320","20230403","20230222",Quarterly
SYBT,"20230915",0.3,0.3,"20230918","20231002","20230815",Quarterly
SYBT,"20221216",0.29,0.29,"20221219","20221230","20221116",Quarterly
SYBT,"20220916",0.29,0.29,"20220919","20221003","20220817",Quarterly
SYBT,"20230616",0.29,0.29,"20230620","20230703","20230517",Quarterly
SYBT,"20240617",0.3,0.3,"20240617","20240701","20240522",Quarterly
SYBT,"20231215",0.3,0.3,"20231218","20231229","20231122",Quarterly
SYBT,"20240315",0.3,0.3,"20240318","20240401","20240220",Quarterly
SYF,"20230203",0.23,0.23,"20230206","20230217","20230125",Quarterly
SYF,"20221031",0.23,0.23,"20221101","20221110","20221020",Quarterly
SYF,"20230501",0.23,0.23,"20230502","20230512","20230420",Quarterly
SYF,"20230728",0.25,0.25,"20230731","20230810","20230720",Quarterly
SYF,"20240805",0.25,0.25,"20240805","20240815","20240723",Quarterly
SYF,"20240503",0.25,0.25,"20240506","20240515","20240424",Quarterly
SYF,"20231031",0.25,0.25,"20231101","20231109","20231019",Quarterly
SYF,"20240202",0.25,0.25,"20240205","20240215","20240124",Quarterly
SYK,"20240327",0.8,0.8,"20240329","20240430","20240207",Quarterly
SYK,"20230330",0.75,0.75,"20230331","20230428","20230209",Quarterly
SYK,"20230629",0.75,0.75,"20230630","20230731","20230510",Quarterly
SYK,"20230928",0.75,0.75,"20230929","20231031","20230802",Quarterly
SYK,"20221229",0.75,0.75,"20221230","20230131","20221207",Quarterly
SYK,"20220929",0.695,0.695,"20220930","20221031","20220803",Quarterly
SYK,"20240628",0.8,0.8,"20240628","20240731","20240509",Quarterly
SYK,"20231228",0.8,0.8,"20231229","20240131","20231205",Quarterly
TD,"20230405",0.7136,0.7136,"20230406","20230430","20230302",Quarterly
TD,"20230707",0.7226,0.7226,"20230710","20230731","20230525",Quarterly
TD,"20230105",0.7064,0.7064,"20230106","20230131","20221201",Quarterly
TD,"20240710",0.7495,0.7495,"20240710","20240731","20240523",Quarterly
TD,"20221006",0.6481,0.6481,"20221007","20221031","20220825",Quarterly
TD,"20231005",0.6988,0.6988,"20231006","20231031","20230824",Quarterly
TD,"20240408",0.7508,0.7508,"20240409","20240430","20240229",Quarterly
TD,"20240109",0.7611,0.7611,"20240110","20240131","20231130",Quarterly
TDS,"20240314",0.19,0.19,"20240315","20240328","20240216",Quarterly
TDS,"20221214",0.18,0.18,"20221215","20221230","20221118",Quarterly
TDS,"20230314",0.185,0.185,"20230315","20230331","20230216",Quarterly
TDS,"20240614",0.04,0.04,"20240614","20240628","20240528",Quarterly
TDS,"20220914",0.18,0.18,"20220915","20220930","20220811",Quarterly
TDS,"20231214",0.185,0.185,"20231215","20231229","20231201",Quarterly
TDS,"20230614",0.185,0.185,"20230615","20230630","20230519",Quarterly
TDS,"20230914",0.185,0.185,"20230915","20230929","20230811",Quarterly
TECH,"20230512",0.08,0.08,"20230515","20230526","20230503",Quarterly
TECH,"20240209",0.08,0.08,"20240212","20240226","20240201",Quarterly
TECH,"20221110",0.32,0.08,"20221114","20221128","20221101",Quarterly
TECH,"20231109",0.08,0.08,"20231110","20231124","20231031",Quarterly
TECH,"20230210",0.08,0.08,"20230213","20230227","20230202",Quarterly
TECH,"20240510",0.08,0.08,"20240513","20240524","20240501",Quarterly
TECH,"20220812",0.32,0.08,"20220815","20220829","20220804",Quarterly
TECH,"20221111",1.28,0.32,"20221114","20221128","20221101",Quarterly
TECH,"20230817",0.08,0.08,"20230818","20230901","20230808",Quarterly
TER,"20231124",0.11,0.11,"20231127","20231220","20231113",Quarterly
TER,"20230216",0.11,0.11,"20230217","20230317","20230125",Quarterly
TER,"20230831",0.11,0.11,"20230901","20230925","20230821",Quarterly
TER,"20240521",0.12,0.12,"20240522","20240614","20240509",Quarterly
TER,"20230523",0.11,0.11,"20230524","20230616","20230511",Quarterly
TER,"20221125",0.11,0.11,"20221128","20221221","20221114",Quarterly
TER,"20240215",0.12,0.12,"20240216","20240315","20240122",Quarterly
TER,"20220830",0.11,0.11,"20220831","20220923","20220815",Quarterly
TFC,"20230511",0.52,0.52,"20230512","20230601","20230425",Quarterly
TFC,"20230209",0.52,0.52,"20230210","20230301","20230124",Quarterly
TFC,"20221109",0.52,0.52,"20221110","20221201","20221025",Quarterly
TFC,"20240208",0.52,0.52,"20240209","20240301","20240123",Quarterly
TFC,"20231109",0.52,0.52,"20231110","20231201","20231024",Quarterly
TFC,"20230810",0.52,0.52,"20230811","20230901","20230725",Quarterly
TFC,"20240509",0.52,0.52,"20240510","20240603","20240423",Quarterly
TFC,"20220811",0.52,0.52,"20220812","20220901","20220726",Quarterly
TFII,"20240628",0.4,0.4,"20240628","20240715","20240617",Quarterly
TFII,"20230330",0.35,0.35,"20230331","20230417","20230315",Quarterly
TFII,"20231228",0.4,0.4,"20231229","20240115","20231023",Quarterly
TFII,"20221229",0.35,0.35,"20221230","20230116","20221027",Quarterly
TFII,"20230928",0.35,0.35,"20230930","20231016","20230731",Quarterly
TFII,"20240327",0.4,0.4,"20240328","20240415","20240318",Quarterly
TFII,"20220929",0.27,0.27,"20220930","20221017","20220915",Quarterly
TFII,"20230629",0.35,0.35,"20230630","20230717","20230425",Quarterly
TFSL,"20230306",0.2825,0.2825,"20230307","20230321","20230223",Quarterly
TFSL,"20220902",0.2825,0.2825,"20220906","20220920","20220825",Quarterly
TFSL,"20231128",0.2825,0.2825,"20231129","20231213","20231115",Quarterly
TFSL,"20240306",0.2825,0.2825,"20240307","20240321","20240222",Quarterly
TFSL,"20230526",0.2825,0.2825,"20230530","20230613","20230518",Quarterly
TFSL,"20230911",0.2825,0.2825,"20230912","20230926","20230831",Quarterly
TFSL,"20221128",0.2825,0.2825,"20221129","20221213","20221115",Quarterly
TFSL,"20240611",0.2825,0.2825,"20240611","20240625","20240530",Quarterly
TGT,"20221115",1.08,1.08,"20221116","20221210","20220922",Quarterly
TGT,"20230815",1.1,1.1,"20230816","20230910","20230615",Quarterly
TGT,"20240220",1.1,1.1,"20240221","20240310","20240117",Quarterly
TGT,"20240514",1.1,1.1,"20240515","20240610","20240313",Quarterly
TGT,"20230214",1.08,1.08,"20230215","20230310","20230112",Quarterly
TGT,"20230516",1.08,1.08,"20230517","20230610","20230309",Quarterly
TGT,"20231114",1.1,1.1,"20231115","20231210","20230920",Quarterly
TGT,"20240119",1.1,1.1,"20240121","20240310","20240117",Quarterly
TGT,"20220816",1.08,1.08,"20220817","20220910","20220609",Quarterly
THFF,"20240328",0.45,0.45,"20240401","20240415","20240319",Quarterly
THFF,"20231229",0.45,0.45,"20240102","20240116","20231121",Quarterly
THFF,"20230105",0.54,0.54,"20230106","20230113","20221117",Other
THFF,"20230615",0.54,0.54,"20230616","20230703","20230517",SemiAnnual
THFF,"20240701",0.45,0.45,"20240701","20240715","20240624",Quarterly
TILE,"20240327",0.01,0.01,"20240329","20240412","20240312",Quarterly
TILE,"20220901",0.01,0.01,"20220902","20220916","20220816",Quarterly
TILE,"20221201",0.01,0.01,"20221202","20221216","20221115",Quarterly
TILE,"20240531",0.01,0.01,"20240531","20240614","20240516",Quarterly
TILE,"20230831",0.01,0.01,"20230901","20230915","20230815",Quarterly
TILE,"20230601",0.01,0.01,"20230602","20230616","20230516",Quarterly
TILE,"20230330",0.01,0.01,"20230331","20230414","20230314",Quarterly
TILE,"20231130",0.01,0.01,"20231201","20231215","20231114",Quarterly
TK,"20240520",2.25,2.25,"20240521","20240531","20240509",Other
TKR,"20230515",0.33,0.33,"20230516","20230530","20230505",Quarterly
TKR,"20220812",0.31,0.31,"20220815","20220902","20220803",Quarterly
TKR,"20221118",0.31,0.31,"20221121","20221202","20221111",Quarterly
TKR,"20230217",0.31,0.31,"20230221","20230306","20230210",Quarterly
TKR,"20240216",0.33,0.33,"20240220","20240306","20240208",Quarterly
TKR,"20240513",0.34,0.34,"20240514","20240528","20240503",Quarterly
TKR,"20231113",0.33,0.33,"20231114","20231129","20231103",Quarterly
TKR,"20230814",0.33,0.33,"20230815","20230828","20230802",Quarterly
TMF,"20230919",0.05015,0.5015,"20230920","20230926","20230208",Quarterly
TMF,"20240625",0.43495,0.43495,"20240625","20240702","20240118",Quarterly
TMF,"20220920",0.03572,0.3572,"20220921","20220927","20220204",Quarterly
TMF,"20221220",0.04709,0.4709,"20221221","20221228","20220204",Quarterly
TMF,"20240319",0.31979,0.31979,"20240320","20240326","20240118",Quarterly
TMF,"20230321",0.03462,0.3462,"20230322","20230328","20230208",Quarterly
TMF,"20230621",0.04763,0.4763,"20230622","20230628","20230208",Quarterly
TMF,"20231221",0.49729,0.49729,"20231222","20231229","20230208",Quarterly
TMO,"20230914",0.35,0.35,"20230915","20231013","20230713",Quarterly
TMO,"20240314",0.39,0.39,"20240315","20240415","20240221",Quarterly
TMO,"20230614",0.35,0.35,"20230615","20230714","20230524",Quarterly
TMO,"20240614",0.39,0.39,"20240614","20240715","20240522",Quarterly
TMO,"20230314",0.35,0.35,"20230315","20230414","20230222",Quarterly
TMO,"20220914",0.3,0.3,"20220915","20221014","20220707",Quarterly
TMO,"20221214",0.3,0.3,"20221215","20230116","20221110",Quarterly
TMO,"20231214",0.35,0.35,"20231215","20240116","20231109",Quarterly
TNK,"20240301",0.243,0.243,"20240304","20240315","20240222",Quarterly
TNK,"20240520",0.25,0.25,"20240521","20240531","20240509",Other
TNK,"20240812",0.25,0.25,"20240812","20240823","20240801",Quarterly
TNK,"20231113",0.243,0.243,"20231114","20231127","20231102",Quarterly
TNK,"20230811",0.243,0.243,"20230814","20230825","20230803",Quarterly
TNK,"20230519",0.25,0.25,"20230522","20230602","20230511",Other
TPB,"20240614",0.07,0.07,"20240614","20240705","20240501",Quarterly
TPB,"20231214",0.065,0.065,"20231215","20240105","20231101",Quarterly
TPB,"20230615",0.065,0.065,"20230616","20230707","20230503",Quarterly
TPB,"20240321",0.07,0.07,"20240322","20240412","20240228",Quarterly
TPB,"20230914",0.065,0.065,"20230915","20231006","20230802",Quarterly
TPB,"20221215",0.06,0.06,"20221216","20230106","20221102",Quarterly
TPB,"20230316",0.065,0.065,"20230317","20230407","20230223",Quarterly
TPB,"20220915",0.06,0.06,"20220916","20221007","20220803",Quarterly
TPG,"20230224",0.5,0.5,"20230227","20230310","20230215",Quarterly
TPG,"20230524",0.2,0.2,"20230525","20230605","20230515",Quarterly
TPG,"20240222",0.44,0.44,"20240223","20240308","20240213",Quarterly
TPG,"20231116",0.48,0.48,"20231117","20231201","20231107",Quarterly
TPG,"20221118",0.26,0.26,"20221121","20221202","20221109",Quarterly
TPG,"20220818",0.39,0.39,"20220819","20220902","20220809",Quarterly
TPG,"20240517",0.41,0.41,"20240520","20240603","20240508",Quarterly
TPG,"20230817",0.22,0.22,"20230818","20230901","20230808",Quarterly
TPL,"20230307",3.24999,1.08333,"20230308","20230315","20230213",Quarterly
TPL,"20240701",10.0,10.0,"20240701","20240715","20240613",Other
TPL,"20231130",3.24999,1.08333,"20231201","20231215","20231031",Quarterly
TPL,"20221207",3.0,1.0,"20221208","20221215","20221101",Quarterly
TPL,"20220907",3.0,1.0,"20220908","20220915","20220802",Quarterly
TPL,"20230607",3.24999,1.08333,"20230608","20230615","20230502",Quarterly
TPL,"20230831",3.24999,1.08333,"20230901","20230915","20230801",Quarterly
TPL,"20240229",10.5,3.5,"20240301","20240315","20240213",Quarterly
TPL,"20240603",1.17,1.17,"20240603","20240617","20240506",Quarterly
TPR,"20220908",0.3,0.3,"20220909","20220926",-,Quarterly
TPR,"20230608",0.3,0.3,"20230609","20230626","20230519",Quarterly
TPR,"20231207",0.35,0.35,"20231208","20231226","20231109",Quarterly
TPR,"20221208",0.3,0.3,"20221209","20221227","20221117",Quarterly
TPR,"20230907",0.35,0.35,"20230908","20230925","20230811",Quarterly
TPR,"20240307",0.35,0.35,"20240308","20240325","20240208",Quarterly
TPR,"20240607",0.35,0.35,"20240607","20240624","20240509",Quarterly
TPR,"20230309",0.3,0.3,"20230310","20230327","20230221",Quarterly
TR,"20231219",0.09002,0.0874,"20231220","20240111","20231205",Quarterly
TR,"20221220",0.08996,0.0848,"20221221","20230111","20221206",Quarterly
TR,"20230303",0.09002,0.0874,"20230306","20230330","20230221",Quarterly
TR,"20231006",0.09002,0.0874,"20231010","20231019","20230919",Quarterly
TR,"20240620",0.09,0.09,"20240620","20240708","20240603",Quarterly
TR,"20240305",0.09,0.09,"20240306","20240328","20240220",Quarterly
TR,"20221007",0.08996,0.0848,"20221011","20221020","20220920",Quarterly
TR,"20230616",0.09002,0.0874,"20230620","20230706","20230606",Quarterly
TRI,"20230816",0.49,0.49,"20230817","20230915","20230802",Quarterly
TRI,"20240515",0.54,0.54,"20240516","20240610","20240502",Quarterly
TRI,"20240220",0.54,0.54,"20240221","20240308","20240208",Quarterly
TRI,"20231115",0.49,0.49,"20231116","20231215","20231101",Quarterly
TRI,"20220817",0.445,0.445,"20220818","20220915","20220202",Quarterly
TRI,"20230222",0.49,0.49,"20230223","20230316","20230209",Quarterly
TRI,"20221116",0.445,0.445,"20221117","20221215","20221101",Quarterly
TRI,"20230517",0.49,0.49,"20230518","20230615","20230502",Quarterly
TRMD,"20220831",0.58,0.58,"20220901","20220916","20220818",Quarterly
TRMD,"20230828",1.5,1.5,"20230829","20230912","20230817",Quarterly
TRMD,"20231121",1.46,1.46,"20231122","20231205","20231110",Quarterly
TRMD,"20240521",1.5,1.5,"20240522","20240604","20240508",Quarterly
TRMD,"20230324",2.59,2.59,"20230327","20230405","20230316",Quarterly
TRMD,"20221122",1.46,1.46,"20221123","20221208","20221110",Quarterly
TRMD,"20240415",1.36,1.36,"20240416","20240424","20240307",Quarterly
TRMD,"20230522",1.46,1.46,"20230523","20230606","20230511",Quarterly
TRNO,"20240327",0.45,0.45,"20240328","20240405","20240207",Quarterly
TRNO,"20231214",0.45,0.45,"20231215","20240105","20231101",Quarterly
TRNO,"20230330",0.4,0.4,"20230331","20230406","20230208",Quarterly
TRNO,"20221229",0.4,0.4,"20221230","20230113","20221102",Quarterly
TRNO,"20220929",0.4,0.4,"20220930","20221014","20220803",Quarterly
TRNO,"20230928",0.45,0.45,"20230929","20231013","20230802",Quarterly
TRNO,"20240628",0.45,0.45,"20240628","20240712","20240508",Quarterly
TRNO,"20230629",0.4,0.4,"20230630","20230714","20230503",Quarterly
TROX,"20230303",0.125,0.125,"20230306","20230406","20230222",Quarterly
TROX,"20221110",0.125,0.125,"20221114","20221216","20221101",Quarterly
TROX,"20220812",0.125,0.125,"20220815","20220916","20220803",Quarterly
TROX,"20240301",0.125,0.125,"20240304","20240405","20240221",Quarterly
TROX,"20240517",0.125,0.125,"20240520","20240621","20240507",Quarterly
TROX,"20230512",0.125,0.125,"20230515","20230616","20230503",Quarterly
TROX,"20230811",0.125,0.125,"20230814","20230915","20230802",Quarterly
TROX,"20231110",0.125,0.125,"20231113","20231215","20231101",Quarterly
TRP,"20230928",0.68787,0.68787,"20230929","20231031","20230727",Quarterly
TRP,"20230330",0.68721,0.68721,"20230331","20230428","20230214",Quarterly
TRP,"20220929",0.9,0.9,"20220930","20221031","20220728",Quarterly
TRP,"20231228",0.70316,0.70316,"20231229","20240131","20231108",Quarterly
TRP,"20221229",0.6645,0.6645,"20221230","20230131","20221109",Quarterly
TRP,"20240327",0.70849,0.70849,"20240328","20240430","20240216",Quarterly
TRP,"20230629",0.70242,0.70242,"20230630","20230731","20230428",Quarterly
TRP,"20240628",0.7014,0.7014,"20240628","20240731","20240503",Quarterly
TRV,"20220908",0.93,0.93,"20220909","20220930","20220721",Quarterly
TRV,"20240610",1.05,1.05,"20240610","20240628","20240417",Quarterly
TRV,"20221208",0.93,0.93,"20221209","20221230","20221019",Quarterly
TRV,"20230309",0.93,0.93,"20230310","20230331","20230124",Quarterly
TRV,"20240307",1.0,1.0,"20240308","20240329","20240119",Quarterly
TRV,"20230907",1.0,1.0,"20230908","20230929","20230720",Quarterly
TRV,"20231207",1.0,1.0,"20231208","20231229","20231018",Quarterly
TRV,"20230608",1.0,1.0,"20230609","20230630","20230419",Quarterly
TSCO,"20231124",1.03,1.03,"20231127","20231212","20231109",Quarterly
TSCO,"20230224",1.03,1.03,"20230227","20230314","20230208",Quarterly
