"bse_dt","tck_iem_cd","ifw_ofw_dit_cd","ifw_ofw_tck_cd","ifw_ofw_amt_wht_rt","ifw_ofw_rnk"
"20240618",NAIL        ,"01",TPOR        ,8.94,4
"20240703",NAIL        ,"01",SOXL        ,73.66,1
"20240618",NAIL        ,"01",ETHU        ,8.53,5
"20240709",NAIL        ,"01",MVV         ,100.00,1
"20240712",NAIL        ,"01",TSLA        ,81.47,1
"20240712",NAIL        ,"01",AMD         ,12.65,2
"20240712",NAIL        ,"01",BNKU        ,5.88,3
"20240730",NAIL        ,"01",BNKU        ,53.04,1
"20240730",NAIL        ,"01",SOXL        ,42.44,2
"20240730",NAIL        ,"01",BNKD        ,4.25,3
"20240730",NAIL        ,"01",SOXS        ,0.27,4
"20240715",NAIL        ,"01",AFRM        ,35.16,1
"20240715",NAIL        ,"01",MRNA        ,26.84,2
"20240715",NAIL        ,"01",FRO         ,19.57,3
"20240715",NAIL        ,"01",TQQQ        ,4.05,5
"20240816",NAIL        ,"01",MSFU        ,55.02,1
"20240816",NAIL        ,"01",OILU        ,44.98,2
"20240822",NAIL        ,"01",SMR         ,100.00,1
"20240806",NAIL        ,"01",TZA         ,100.00,1
"20240731",NAIL        ,"01",LABU        ,65.93,1
"20240731",NAIL        ,"01",TNA         ,34.07,2
"20240718",NAIL        ,"01",HOOD        ,98.75,1
"20240718",NAIL        ,"01",TQQQ        ,1.25,2
"20240827",NAIL        ,"01",BITX        ,81.17,1
"20240827",NAIL        ,"01",SOXS        ,18.83,2
"20240722",NAIL        ,"01",BITO        ,43.22,1
"20240722",NAIL        ,"01",WEBL        ,18.05,2
"20240722",NAIL        ,"01",BITX        ,17.00,3
"20240802",NAIL        ,"01",KOLD        ,40.44,2
"20240802",NAIL        ,"01",YANG        ,59.56,1
"20240814",NAIL        ,"01",TSLL        ,32.49,2
"20240530",NAIL        ,"01",TSLL        ,100.00,1
"20240701",NAIL        ,"01",PEG         ,49.40,2
"20240826",NAIL        ,"01",SOXL        ,22.09,3
"20240701",NAIL        ,"01",SOXL        ,50.60,1
"20240607",NAIL        ,"01",MSFU        ,49.00,1
"20240607",NAIL        ,"01",AMZN        ,37.71,2
"20240607",NAIL        ,"01",WBD         ,13.28,3
"20240826",NAIL        ,"01",FNGU        ,28.65,2
"20240826",NAIL        ,"01",CRWD        ,49.26,1
"20240624",NAIL        ,"01",LABU        ,100.00,1
"20240723",NAIL        ,"01",SOXS        ,0.36,3
"20240723",NAIL        ,"01",SOXL        ,8.92,2
"20240723",NAIL        ,"01",BITX        ,90.72,1
"20240809",NAIL        ,"01",TQQQ        ,63.78,1
"20240617",NAIL        ,"01",FNGU        ,100.00,1
"20240627",NAIL        ,"01",TQQQ        ,100.00,1
"20240809",NAIL        ,"01",FNGU        ,36.22,2
"20240719",NAIL        ,"01",BITO        ,100.00,1
"20240717",NAIL        ,"01",VIST        ,37.67,2
"20240626",NAIL        ,"01",KBH         ,88.38,1
"20240626",NAIL        ,"01",EH          ,11.62,2
"20240717",NAIL        ,"01",TDW         ,62.33,1
"20240814",NAIL        ,"01",DFEN        ,67.51,1
"20240729",NAIL        ,"01",SOXL        ,1.44,5
"20240729",NAIL        ,"01",MDB         ,1.85,4
"20240729",NAIL        ,"01",NOW         ,2.99,3
"20240704",NAIL        ,"01",TQQQ        ,26.80,2
"20240729",NAIL        ,"01",CRWD        ,29.35,2
"20240621",NAIL        ,"01",RIOT        ,8.26,5
"20240621",NAIL        ,"01",LABU        ,15.99,4
"20240621",NAIL        ,"01",DPST        ,17.04,3
"20240621",NAIL        ,"01",ON          ,17.53,2
"20240621",NAIL        ,"01",TNA         ,32.24,1
"20240729",NAIL        ,"01",FSLR        ,62.41,1
"20240805",NAIL        ,"01",NVDA        ,37.81,1
"20240805",NAIL        ,"01",SMCI        ,23.28,2
"20240805",NAIL        ,"01",VRT         ,21.60,3
"20240805",NAIL        ,"01",SOXL        ,17.31,4
"20240611",NAIL        ,"01",WDC         ,100.00,1
"20240808",NAIL        ,"01",TQQQ        ,100.00,1
"20240704",NAIL        ,"01",SOXL        ,73.20,1
"20240722",NAIL        ,"01",OXY         ,9.46,5
"20240722",NAIL        ,"01",SOXL        ,12.27,4
"20240530",NAIL        ,"02",SOXL        ,100.00,1
"20240725",NAIL        ,"02",SOXS        ,33.99,1
"20240614",NAIL        ,"02",DELL        ,100.00,1
"20240801",NAIL        ,"02",COKE        ,52.12,1
"20240531",NAIL        ,"02",DPST        ,100.00,1
"20240624",NAIL        ,"02",FNGD        ,15.69,4
"20240627",NAIL        ,"02",KLNE        ,100.00,1
"20240717",NAIL        ,"02",ALK         ,24.96,2
"20240717",NAIL        ,"02",AAPL        ,52.10,1
"20240624",NAIL        ,"02",BOIL        ,22.31,3
"20240624",NAIL        ,"02",TQQQ        ,27.08,2
"20240624",NAIL        ,"02",COHR        ,34.91,1
"20240705",NAIL        ,"02",TDOC        ,5.83,2
"20240705",NAIL        ,"02",GDXU        ,94.17,1
"20240719",NAIL        ,"02",SOXL        ,10.25,2
"20240719",NAIL        ,"02",SOXS        ,89.75,1
"20240801",NAIL        ,"02",IT          ,22.79,3
"20240802",NAIL        ,"02",LLY         ,53.75,1
"20240802",NAIL        ,"02",AES         ,46.25,2
"20240620",NAIL        ,"02",KBH         ,40.36,1
"20240620",NAIL        ,"02",CLSK        ,37.56,2
"20240724",NAIL        ,"02",RETL        ,100.00,1
"20240710",NAIL        ,"02",TSLL        ,100.00,1
"20240819",NAIL        ,"02",OILD        ,27.67,3
"20240819",NAIL        ,"02",AAPU        ,31.77,2
"20240819",NAIL        ,"02",ERY         ,40.56,1
"20240801",NAIL        ,"02",ADBE        ,25.09,2
"20240717",NAIL        ,"02",TSM         ,22.93,3
"20240626",NAIL        ,"02",KMI         ,100.00,1
"20240722",NAIL        ,"02",IWM         ,31.40,2
"20240722",NAIL        ,"02",TQQQ        ,68.60,1
"20240729",NAIL        ,"02",USD         ,100.00,1
"20240620",NAIL        ,"02",EDC         ,20.01,3
"20240620",NAIL        ,"02",WBD         ,2.07,4
"20240805",NAIL        ,"02",NVDA        ,100.00,1
"20240628",NAIL        ,"02",PFE         ,56.42,1
"20240628",NAIL        ,"02",GDXD        ,43.58,2
"20240826",NAIL        ,"02",TQQQ        ,100.00,1
"20240611",NAIL        ,"02",SPLG        ,19.52,4
"20240611",NAIL        ,"02",SSO         ,24.79,3
"20240611",NAIL        ,"02",ISPY        ,26.49,2
"20240611",NAIL        ,"02",QLD         ,29.19,1
"20240725",NAIL        ,"02",FRO         ,0.03,4
"20240725",NAIL        ,"02",SQQQ        ,32.86,3
"20240725",NAIL        ,"02",FNGD        ,33.12,2
"20240712",NAIL        ,"02",HIBS        ,15.13,2
"20240711",NAIL        ,"02",MSFT        ,2.77,5
"20240711",NAIL        ,"02",BOIL        ,6.31,4
"20240711",NAIL        ,"02",FNGU        ,13.29,3
"20240711",NAIL        ,"02",SOXL        ,15.89,2
"20240711",NAIL        ,"02",TLTW        ,60.23,1
"20240718",NAIL        ,"02",UNH         ,100.00,1
"20240605",NAIL        ,"02",MARA        ,51.33,1
"20240605",NAIL        ,"02",NCLH        ,21.17,2
"20240605",NAIL        ,"02",CCL         ,20.07,3
"20240605",NAIL        ,"02",CONL        ,7.43,4
"20240816",NAIL        ,"02",OPEN        ,1.87,4
"20240816",NAIL        ,"02",SU          ,2.16,3
"20240816",NAIL        ,"02",MSFT        ,8.76,2
"20240816",NAIL        ,"02",GGLL        ,87.20,1
"20240726",NAIL        ,"02",SOXL        ,100.00,1
"20240716",NAIL        ,"02",BITX        ,6.46,5
"20240716",NAIL        ,"02",MSTR        ,12.02,4
"20240716",NAIL        ,"02",HUT         ,17.90,3
"20240716",NAIL        ,"02",SGOV        ,18.74,2
"20240716",NAIL        ,"02",TSLL        ,29.83,1
"20240730",NAIL        ,"02",CONY        ,100.00,1
"20240822",NAIL        ,"02",PINC        ,81.96,1
"20240822",NAIL        ,"02",TECL        ,18.04,2
"20240712",NAIL        ,"02",TSLA        ,53.11,1
"20240712",NAIL        ,"02",TSLT        ,12.56,3
"20240712",NAIL        ,"02",ALB         ,10.79,4
"20240712",NAIL        ,"02",SOXL        ,4.97,5
"20240618",NAIL        ,"02",BOIL        ,100.00,1
"20240731",NAIL        ,"02",SOXL        ,48.92,2
"20240731",NAIL        ,"02",KOLD        ,51.08,1
"20240827",NAIL        ,"02",XLE         ,55.11,1
"20240827",NAIL        ,"02",TNA         ,44.89,2
"20240604",NAIL        ,"02",UCO         ,100.00,1
"20240624",NAT         ,"01",CSCO        ,100.00,1
"20240607",NAT         ,"01",UPRO        ,100.00,1
"20240712",NCLH        ,"02",AAPU        ,6.01,5
"20240715",NCLH        ,"02",USD         ,34.10,1
"20240715",NCLH        ,"02",LABU        ,33.62,2
"20240715",NCLH        ,"02",TSLQ        ,32.28,3
"20240821",NCLH        ,"02",UPRO        ,9.29,2
"20240613",NCLH        ,"02",SPY         ,96.93,1
"20240806",NCLH        ,"02",INTC        ,100.00,1
"20240613",NCLH        ,"02",ZS          ,3.07,2
"20240618",NCLH        ,"02",TSM         ,98.78,1
"20240618",NCLH        ,"02",CONY        ,1.22,2
"20240604",NCLH        ,"02",BABA        ,100.00,1
"20240823",NCLH        ,"02",BIL         ,60.09,1
"20240823",NCLH        ,"02",HYD         ,34.29,2
"20240823",NCLH        ,"02",YANG        ,5.62,3
"20240711",NCLH        ,"02",INTC        ,100.00,1
"20240709",NCLH        ,"02",FOSL        ,100.00,1
"20240716",NCLH        ,"02",AVGO        ,5.38,5
"20240716",NCLH        ,"02",TSM         ,5.81,4
"20240712",NCLH        ,"02",SOXL        ,53.73,1
"20240716",NCLH        ,"02",QCOM        ,6.53,3
"20240716",NCLH        ,"02",TSLA        ,7.92,2
"20240716",NCLH        ,"02",AAPL        ,51.46,1
"20240821",NCLH        ,"02",OXY         ,90.71,1
"20240712",NCLH        ,"02",LLY         ,13.50,2
"20240712",NCLH        ,"02",TSM         ,8.00,3
"20240712",NCLH        ,"02",KO          ,6.38,4
"20240704",NCLH        ,"02",META        ,9.81,4
"20240704",NCLH        ,"02",QCOM        ,19.60,3
"20240704",NCLH        ,"02",MRVL        ,27.77,2
"20240704",NCLH        ,"02",TSM         ,35.10,1
"20240530",NCLH        ,"02",UDOW        ,100.00,1
"20240719",NCLH        ,"02",MSTR        ,100.00,1
"20240621",NCLH        ,"02",GGLL        ,31.43,2
"20240724",NCLH        ,"02",V           ,20.37,3
"20240701",NCLH        ,"02",SPLG        ,100.00,1
"20240708",NCLH        ,"02",NVDL        ,100.00,1
"20240611",NCLH        ,"02",NVDA        ,100.00,1
"20240724",NCLH        ,"02",MSFT        ,34.22,2
"20240724",NCLH        ,"02",SOXL        ,38.87,1
"20240805",NCLH        ,"02",O           ,100.00,1
"20240724",NCLH        ,"02",TSM         ,6.53,4
"20240621",NCLH        ,"02",AAPU        ,68.57,1
"20240617",NCLH        ,"02",NVDA        ,100.00,1
"20240704",NCLH        ,"02",SOXL        ,6.97,5
"20240605",NCLH        ,"01",PLTR        ,65.62,1
"20240718",NCLH        ,"01",QCOM        ,100.00,1
"20240605",NCLH        ,"01",NVDL        ,20.30,2
"20240605",NCLH        ,"01",LABD        ,7.66,3
"20240715",NCLH        ,"01",TMF         ,36.80,2
"20240712",NCLH        ,"01",SMCI        ,28.91,1
"20240712",NCLH        ,"01",TSLA        ,25.37,2
"20240712",NCLH        ,"01",QCOM        ,20.12,3
"20240712",NCLH        ,"01",SPOT        ,9.80,4
"20240712",NCLH        ,"01",TSLL        ,6.14,5
"20240605",NCLH        ,"01",INTC        ,1.41,5
"20240605",NCLH        ,"01",NAIL        ,5.01,4
"20240711",NCLH        ,"01",SOXL        ,86.94,1
"20240711",NCLH        ,"01",UPRO        ,7.12,2
"20240711",NCLH        ,"01",INTC        ,3.02,3
"20240711",NCLH        ,"01",BNKU        ,2.92,4
"20240619",NCLH        ,"01",ENPH        ,86.34,1
"20240619",NCLH        ,"01",SEDG        ,13.66,2
"20240715",NCLH        ,"01",HD          ,63.20,1
"20240703",NCLH        ,"01",TSLA        ,100.00,1
"20240820",NCLH        ,"01",BOIL        ,90.86,1
"20240820",NCLH        ,"01",NVDY        ,9.14,2
"20240801",NCLH        ,"01",BITU        ,18.48,3
"20240628",NCLH        ,"01",TQQQ        ,6.19,5
"20240628",NCLH        ,"01",TSM         ,14.32,3
"20240628",NCLH        ,"01",TSLL        ,8.29,4
"20240717",NCLH        ,"01",CIFR        ,100.00,1
"20240628",NCLH        ,"01",SOXL        ,41.02,1
"20240628",NCLH        ,"01",PANW        ,27.06,2
"20240801",NCLH        ,"01",U           ,45.96,1
"20240801",NCLH        ,"01",MRNA        ,35.56,2
"20240809",NCMI        ,"02",QTTB        ,15.60,4
"20240809",NCMI        ,"02",BROG        ,24.38,1
"20240809",NCMI        ,"02",SUPN        ,13.70,5
"20240809",NCMI        ,"02",ANGI        ,23.85,2
"20240809",NCMI        ,"02",KRNT        ,22.48,3
"20240808",NCMI        ,"01",PPC         ,19.91,4
"20240808",NCMI        ,"01",CLOV        ,26.67,3
"20240808",NCMI        ,"01",SDA         ,26.73,1
"20240808",NCMI        ,"01",GDEV        ,26.69,2
"20240712",NDSN        ,"02",KO          ,13.79,3
"20240712",NDSN        ,"02",LLY         ,29.17,1
"20240712",NDSN        ,"02",TSM         ,17.28,2
"20240712",NDSN        ,"02",AAPU        ,12.98,4
"20240712",NDSN        ,"02",C           ,12.31,5
"20240719",NE          ,"01",WDC         ,58.83,1
"20240819",NE          ,"01",TQQQ        ,100.00,1
"20240802",NE          ,"01",RIG         ,85.04,1
"20240722",NE          ,"01",KMI         ,23.82,2
"20240802",NE          ,"01",BKR         ,14.96,2
"20240611",NE          ,"01",BE          ,100.00,1
"20240607",NE          ,"01",ACHR        ,35.11,2
"20240607",NE          ,"01",INTC        ,64.89,1
"20240723",NE          ,"01",ECO         ,100.00,1
"20240719",NE          ,"01",PLTR        ,41.17,2
"20240722",NE          ,"01",BG          ,76.18,1
"20240718",NE          ,"01",PAYO        ,35.66,2
"20240718",NE          ,"01",ACRS        ,64.34,1
"20240702",NE          ,"02",DOV         ,48.96,2
"20240813",NE          ,"02",TQQQ        ,100.00,1
"20240716",NE          ,"02",CRM         ,12.29,3
"20240716",NE          ,"02",D           ,43.40,2
"20240716",NE          ,"02",NOV         ,44.32,1
"20240726",NE          ,"02",ECO         ,71.54,1
"20240702",NE          ,"02",NXT         ,51.04,1
"20240726",NE          ,"02",TRMD        ,28.46,2
"20240718",NEM         ,"01",VZLA        ,100.00,1
"20240821",NEM         ,"01",DBA         ,100.00,1
"20240807",NEM         ,"01",CPB         ,100.00,1
"20240827",NEM         ,"01",EDV         ,100.00,1
"20240531",NEM         ,"01",SOXL        ,31.25,2
"20240805",NEM         ,"01",BHP         ,90.95,1
"20240710",NEM         ,"01",SOXL        ,100.00,1
"20240531",NEM         ,"01",GOGL        ,68.75,1
"20240805",NEM         ,"01",HMY         ,6.52,2
"20240708",NEM         ,"01",FCX         ,32.78,2
"20240805",NEM         ,"01",HEWJ        ,1.09,4
"20240819",NEM         ,"01",UVIX        ,100.00,1
"20240805",NEM         ,"01",UVIX        ,1.44,3
"20240708",NEM         ,"01",XBI         ,67.22,1
"20240813",NEM         ,"02",HAUS        ,38.99,2
"20240813",NEM         ,"02",BABX        ,61.01,1
"20240618",NEM         ,"02",CRKN        ,100.00,1
"20240712",NEM         ,"02",TSM         ,17.28,2
"20240731",NEM         ,"02",AAPL        ,61.25,1
"20240712",NEM         ,"02",LLY         ,29.17,1
"20240731",NEM         ,"02",AMD         ,38.75,2
"20240605",NEM         ,"02",PFE         ,35.36,1
"20240605",NEM         ,"02",CCL         ,33.85,2
"20240605",NEM         ,"02",SHV         ,30.79,3
"20240625",NEM         ,"02",AMZN        ,100.00,1
"20240712",NEM         ,"02",AAPU        ,12.98,4
"20240711",NEM         ,"02",AAT         ,100.00,1
"20240712",NEM         ,"02",C           ,12.31,5
"20240604",NEM         ,"02",BMY         ,10.94,2
"20240604",NEM         ,"02",SGOV        ,89.06,1
"20240712",NEM         ,"02",KO          ,13.79,3
"20240802",NEM         ,"02",IWMY        ,60.61,1
"20240802",NEM         ,"02",DIVB        ,1.24,4
"20240802",NEM         ,"02",JEPY        ,3.64,3
"20240723",NEM         ,"02",STNG        ,100.00,1
"20240802",NEM         ,"02",QQQY        ,34.52,2
"20240805",NEM         ,"02",TDW         ,100.00,1
"20240808",NEM         ,"02",SBLK        ,100.00,1
"20240819",NEM         ,"02",NVDA        ,100.00,1
"20240528",NEM         ,"02",FLNC        ,100.00,1
"20240710",NET         ,"01",GME         ,100.00,1
"20240805",NET         ,"01",SQQQ        ,59.26,1
"20240724",NET         ,"01",AMRC        ,1.10,3
"20240708",NET         ,"01",IMVT        ,71.71,1
"20240805",NET         ,"01",ASML        ,23.67,2
"20240814",NET         ,"01",BULZ        ,100.00,1
"20240724",NET         ,"01",GS          ,81.31,1
"20240805",NET         ,"01",TAN         ,7.76,3
"20240528",NET         ,"01",NVDA        ,100.00,1
"20240805",NET         ,"01",LABD        ,3.23,4
"20240724",NET         ,"01",ALT         ,0.21,4
"20240708",NET         ,"01",TDOC        ,28.29,2
"20240805",NET         ,"01",SCO         ,2.26,5
"20240724",NET         ,"01",DJT         ,17.38,2
"20240711",NET         ,"01",BG          ,100.00,1
"20240716",NET         ,"01",INTC        ,100.00,1
"20240822",NET         ,"01",BA          ,100.00,1
"20240726",NET         ,"02",NVTAQ       ,100.00,1
"20240806",NET         ,"02",NVDA        ,26.98,2
"20240603",NET         ,"02",AAPU        ,14.75,2
"20240529",NET         ,"02",COHR        ,18.01,5
"20240820",NET         ,"02",BOIL        ,35.11,2
"20240820",NET         ,"02",ULTA        ,64.89,1
"20240529",NET         ,"02",IWM         ,27.21,1
"20240712",NET         ,"02",HPP         ,100.00,1
"20240711",NET         ,"02",KO          ,100.00,1
"20240529",NET         ,"02",WWD         ,18.43,2
"20240806",NET         ,"02",UDOW        ,40.15,1
"20240806",NET         ,"02",VIXY        ,5.94,4
"20240529",NET         ,"02",TECK        ,18.20,3
"20240529",NET         ,"02",NTRA        ,18.16,4
"20240603",NET         ,"02",DELL        ,85.25,1
"20240806",NET         ,"02",BULZ        ,26.93,3
"20240708",NET         ,"02",NVTAQ       ,100.00,1
"20240802",NET         ,"02",IONQ        ,4.41,2
"20240802",NET         ,"02",PLTR        ,95.59,1
"20240611",NET         ,"02",AMD         ,100.00,1
"20240709",NEXT        ,"01",MSTR        ,99.91,1
"20240709",NEXT        ,"01",STEM        ,0.09,2
"20240607",NEXT        ,"01",NABL        ,23.11,3
"20240614",NEXT        ,"01",AUTL        ,16.76,2
"20240614",NEXT        ,"01",AEMD        ,13.47,3
"20240607",NEXT        ,"01",SBGI        ,22.65,4
"20240607",NEXT        ,"01",STKL        ,27.76,1
"20240607",NEXT        ,"01",LOT         ,26.48,2
"20240614",NEXT        ,"01",IREN        ,69.77,1
"20240712",NEXT        ,"02",NVDL        ,100.00,1
"20240607",NEXT        ,"02",GWAV        ,100.00,1
"20240724",NFLX        ,"01",DJT         ,7.69,3
"20240621",NFLX        ,"01",SOXL        ,100.00,1
"20240701",NFLX        ,"01",NVDA        ,100.00,1
"20240620",NFLX        ,"01",TSLA        ,100.00,1
"20240722",NFLX        ,"01",ARM         ,0.20,5
"20240722",NFLX        ,"01",TSM         ,0.22,4
"20240722",NFLX        ,"01",BITO        ,14.02,3
"20240722",NFLX        ,"01",CRS         ,29.79,2
"20240722",NFLX        ,"01",BRK.B       ,55.77,1
"20240725",NFLX        ,"01",ARM         ,64.49,1
"20240725",NFLX        ,"01",QCOM        ,33.89,2
"20240725",NFLX        ,"01",TQQQ        ,1.22,3
"20240725",NFLX        ,"01",ETHU        ,0.40,4
"20240719",NFLX        ,"01",HOLO        ,0.01,3
"20240717",NFLX        ,"01",MU          ,46.94,1
"20240717",NFLX        ,"01",INTC        ,28.71,2
"20240717",NFLX        ,"01",DIS         ,15.44,3
"20240717",NFLX        ,"01",NVDA        ,5.12,4
"20240717",NFLX        ,"01",LLY         ,3.79,5
"20240802",NFLX        ,"01",AKAM        ,39.78,1
"20240802",NFLX        ,"01",META        ,38.43,2
"20240802",NFLX        ,"01",INTC        ,17.42,3
"20240802",NFLX        ,"01",MMM         ,3.44,4
"20240802",NFLX        ,"01",ADC         ,0.93,5
"20240826",NFLX        ,"01",YMAG        ,95.66,1
"20240826",NFLX        ,"01",BITX        ,4.14,2
"20240826",NFLX        ,"01",QLD         ,0.20,3
"20240724",NFLX        ,"01",TSLA        ,55.75,1
"20240724",NFLX        ,"01",GS          ,35.98,2
"20240724",NFLX        ,"01",AMRC        ,0.48,4
"20240724",NFLX        ,"01",ALT         ,0.09,5
"20240617",NFLX        ,"01",RDDT        ,4.38,5
"20240617",NFLX        ,"01",VST         ,12.11,4
"20240617",NFLX        ,"01",AMZN        ,12.59,3
"20240617",NFLX        ,"01",COIN        ,16.96,2
"20240617",NFLX        ,"01",HOOD        ,51.09,1
"20240719",NFLX        ,"01",GS          ,75.42,1
"20240719",NFLX        ,"01",V           ,24.57,2
"20240719",NFLX        ,"01",EVA         ,0.00,4
"20240612",NFLX        ,"01",NVDA        ,100.00,1
"20240530",NFLX        ,"01",BAND        ,47.87,2
"20240530",NFLX        ,"01",BE          ,52.13,1
"20240808",NFLX        ,"01",SOXL        ,47.25,1
"20240607",NFLX        ,"01",NVDA        ,100.00,1
"20240808",NFLX        ,"01",JPM         ,26.50,2
"20240808",NFLX        ,"01",IEF         ,19.22,3
"20240808",NFLX        ,"01",PLTR        ,7.03,4
"20240708",NFLX        ,"01",TQQQ        ,100.00,1
"20240715",NFLX        ,"01",AMZN        ,20.51,2
"20240820",NFLX        ,"01",ULTA        ,12.03,3
"20240822",NFLX        ,"01",ASNS        ,100.00,1
"20240712",NFLX        ,"01",AMD         ,3.87,5
"20240702",NFLX        ,"01",TSLA        ,8.72,2
"20240702",NFLX        ,"01",JNJ         ,91.28,1
"20240816",NFLX        ,"01",KO          ,100.00,1
"20240812",NFLX        ,"01",AMZN        ,25.75,2
"20240812",NFLX        ,"01",TSLA        ,61.77,1
"20240618",NFLX        ,"01",ADBE        ,2.25,5
"20240703",NFLX        ,"01",NVDQ        ,0.91,2
"20240703",NFLX        ,"01",AAPL        ,99.09,1
"20240712",NFLX        ,"01",JPM         ,4.37,4
"20240712",NFLX        ,"01",VST         ,9.70,3
"20240603",NFLX        ,"01",TSLA        ,2.37,3
"20240820",NFLX        ,"01",HD          ,11.55,4
"20240715",NFLX        ,"01",TM          ,0.54,5
"20240618",NFLX        ,"01",SMCI        ,3.61,4
"20240618",NFLX        ,"01",LLY         ,3.76,3
"20240712",NFLX        ,"01",PEP         ,12.03,2
"20240718",NFLX        ,"01",CPNG        ,3.71,5
"20240820",NFLX        ,"01",ALGN        ,7.67,5
"20240715",NFLX        ,"01",IONQ        ,67.47,1
"20240716",NFLX        ,"01",LIN         ,11.47,3
"20240711",NFLX        ,"01",FNGU        ,44.14,1
"20240711",NFLX        ,"01",USD         ,21.07,2
"20240711",NFLX        ,"01",META        ,14.27,3
"20240711",NFLX        ,"01",MU          ,10.59,4
"20240711",NFLX        ,"01",TSM         ,9.93,5
"20240821",NFLX        ,"01",CSCO        ,100.00,1
"20240716",NFLX        ,"01",UBER        ,10.37,4
"20240613",NFLX        ,"01",NVDA        ,100.00,1
"20240715",NFLX        ,"01",HYT         ,1.11,4
"20240618",NFLX        ,"01",NVDA        ,5.64,2
"20240618",NFLX        ,"01",SPOT        ,80.32,1
"20240603",NFLX        ,"01",NVDA        ,91.45,1
"20240712",NFLX        ,"01",O           ,66.16,1
"20240718",NFLX        ,"01",UNH         ,19.11,4
"20240718",NFLX        ,"01",DIS         ,24.00,3
"20240718",NFLX        ,"01",SBUX        ,26.29,2
"20240726",NFLX        ,"01",TMO         ,100.00,1
"20240716",NFLX        ,"01",SOXL        ,9.99,5
"20240716",NFLX        ,"01",MSFT        ,17.71,2
"20240718",NFLX        ,"01",MCD         ,26.87,1
"20240603",NFLX        ,"01",META        ,6.18,2
"20240820",NFLX        ,"01",META        ,16.82,2
"20240619",NFLX        ,"01",HAS         ,34.24,2
"20240619",NFLX        ,"01",MU          ,65.76,1
"20240716",NFLX        ,"01",ASML        ,28.25,1
"20240812",NFLX        ,"01",BABA        ,12.47,3
"20240715",NFLX        ,"01",UBER        ,9.66,3
"20240820",NFLX        ,"01",SMCI        ,20.05,1
"20240724",NFLX        ,"02",IVV         ,3.87,3
"20240701",NFLX        ,"02",TTD         ,70.55,1
"20240701",NFLX        ,"02",AMD         ,25.47,2
"20240701",NFLX        ,"02",PLTR        ,3.98,3
"20240627",NFLX        ,"02",MU          ,100.00,1
"20240725",NFLX        ,"02",GOOGL       ,98.85,1
"20240725",NFLX        ,"02",OXY         ,1.15,2
"20240723",NFLX        ,"02",SMCI        ,16.19,4
"20240723",NFLX        ,"02",TSLA        ,25.90,3
"20240723",NFLX        ,"02",MSFT        ,27.37,2
"20240723",NFLX        ,"02",NVDA        ,30.53,1
"20240626",NFLX        ,"02",NKLA        ,100.00,1
"20240729",NFLX        ,"02",LMT         ,98.81,1
"20240729",NFLX        ,"02",TQQQ        ,0.72,2
"20240729",NFLX        ,"02",SOXL        ,0.46,3
"20240624",NFLX        ,"02",NVTAQ       ,0.00,3
"20240624",NFLX        ,"02",SPEC        ,0.01,2
"20240624",NFLX        ,"02",BWXT        ,99.99,1
"20240722",NFLX        ,"02",ISUNQ       ,0.00,5
"20240722",NFLX        ,"02",SCHD        ,0.99,4
"20240722",NFLX        ,"02",WM          ,2.72,3
"20240722",NFLX        ,"02",SRE         ,15.15,2
"20240722",NFLX        ,"02",GLW         ,81.14,1
"20240802",NFLX        ,"02",QQQY        ,48.64,1
"20240802",NFLX        ,"02",GDXJ        ,20.64,2
"20240802",NFLX        ,"02",AVGO        ,11.26,3
"20240802",NFLX        ,"02",TNA         ,11.09,4
"20240802",NFLX        ,"02",NVDA        ,8.36,5
"20240719",NFLX        ,"02",COMM        ,4.49,4
"20240719",NFLX        ,"02",VOO         ,5.21,3
"20240719",NFLX        ,"02",GE          ,14.66,2
"20240719",NFLX        ,"02",T           ,75.64,1
"20240617",NFLX        ,"02",ADBE        ,39.90,2
"20240617",NFLX        ,"02",NVDA        ,60.10,1
"20240805",NFLX        ,"02",TLT         ,64.07,1
"20240805",NFLX        ,"02",NVDA        ,11.66,2
"20240805",NFLX        ,"02",VIXY        ,8.57,3
"20240805",NFLX        ,"02",SLV         ,7.64,4
"20240805",NFLX        ,"02",CAT         ,3.49,5
"20240614",NFLX        ,"02",SMH         ,41.20,2
"20240614",NFLX        ,"02",AAL         ,58.80,1
"20240808",NFLX        ,"02",PFE         ,52.47,1
"20240808",NFLX        ,"02",TLT         ,30.64,2
"20240808",NFLX        ,"02",USD         ,16.89,3
"20240611",NFLX        ,"02",CONL        ,7.88,3
"20240611",NFLX        ,"02",BITU        ,7.88,2
"20240611",NFLX        ,"02",QCOM        ,84.24,1
"20240610",NFLX        ,"02",EWJ         ,2.44,4
"20240610",NFLX        ,"02",SLV         ,2.46,3
"20240610",NFLX        ,"02",NVS         ,2.99,2
"20240610",NFLX        ,"02",TSM         ,92.11,1
"20240717",NFLX        ,"02",AAPL        ,100.00,1
"20240814",NFLX        ,"02",MU          ,100.00,1
"20240607",NFLX        ,"02",MRK         ,1.07,2
"20240607",NFLX        ,"02",NVDA        ,98.93,1
"20240531",NFLX        ,"02",WFC         ,4.87,5
"20240531",NFLX        ,"02",TGT         ,6.16,4
"20240531",NFLX        ,"02",HCA         ,13.78,3
"20240531",NFLX        ,"02",UNH         ,19.81,2
"20240531",NFLX        ,"02",TLT         ,51.73,1
